median_house_value,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income
11.11095424611632,1.0,0.194730234405176,0.6853665311423646,0.8059983818818136,0.8159739454146738,0.6206481609311009,0.7066356235651633,0.32178961741291984
11.291031133056451,0.9840637450199203,0.21883716310742507,0.7451929541373749,0.8374482966314928,0.8608007943549776,0.6319915179375911,0.7044260820592225,0.37989714709009004
11.358608104585871,0.9750996015936249,0.13673156102444572,0.7170434288152173,0.5975415587954963,0.5881906347683369,0.5018793608339646,0.546554041490129,0.3512278371878736
11.203679214602607,0.974103585657371,0.13088442086509744,0.6679054792810226,0.6721198046013708,0.6635552586012251,0.5483450682798491,0.6221140494770232,0.5450398875110484
11.089805421623343,0.974103585657371,0.12268380750883523,0.7581745108422511,0.6688902162003247,0.659771730805743,0.5688041238425402,0.6390781257907212,0.3963872392769098
11.211820372186306,0.9731075697211153,0.1297139499941018,0.8522116249501811,0.6641011120716558,0.622938602374497,0.5765428705142343,0.6285329617026412,0.558726645590413
11.319340715897564,0.9731075697211153,0.12737196375870852,0.8146487673566841,0.7392217508163319,0.7435923207796921,0.6841001702987534,0.7403195950013453,0.4933166475123026
10.789319076925574,0.9721115537848597,0.26774311805649553,0.9398489010537553,0.6097489290858563,0.5841898275512108,0.5145377370566354,0.581033329234383,0.361276078894181
10.975071168816319,0.9721115537848597,0.12737196375870852,0.8924684923971719,0.7898992013723652,0.8059485962680725,0.7407938173772416,0.7990557160097799,0.432717201092098
10.781037456093852,0.9711155378486058,0.26774311805649553,0.9689712073401666,0.6718489109679593,0.6536657293662713,0.5935359109048087,0.6429543994784286,0.43441294971594413
11.36789969291997,0.9711155378486058,0.12854313102767279,0.701700254327818,0.76482760208301,0.7622637413922871,0.7138564960102276,0.7705844197670594,0.49363498567098857
11.03488966402723,0.9711155378486058,0.12620044797990992,0.7705225631630906,0.7006459258665868,0.7045917726340781,0.6368803354615138,0.6977930888848586,0.34657893995237254
10.791378809888585,0.9701195219123502,0.26887326841465153,0.9797424017918406,0.6568196771487202,0.6285932144302695,0.5610117212107733,0.6142320151221833,0.4298554062434332
11.161948542146133,0.9701195219123502,0.26774311805649553,0.869090202747102,0.7230124953219804,0.7000162593194357,0.6507264809139305,0.708325220910948,0.546903854787178
